Мдт;Материал;Краткий текст материала;Длинный текст материала;Создано;Создал;ПслднИзм;Изменил;ВидМ;ГруппаМтр;БЕИ
400;000000001300434698;Подшипник 6-180018АС15 ГОСТ520;Подшипник 6-180018АС15 ГОСТ520;12.01.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300434994;Узел подшипниковый  UCFC209 FKD;Узел подшипниковый  UCFC209 FKD;16.01.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300435057;Подшипник 13516Н ГОСТ520;Подшипник 13516Н ГОСТ520;16.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300435105;Подшипник 22218 K BCR;Подшипник 22218 K BCR;17.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435148;Узел подшипниковый  UCFC214 FKD;Узел подшипниковый  UCFC214 FKD;17.01.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300435266;Подшипник 4-436208Е DINROLL;Подшипник 4-436208Е DINROLL;18.01.2023;SIN-BLI;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435267;Подшипник 1046948 ГОСТ520;Подшипник 1046948 ГОСТ520;18.01.2023;SIN-BLI;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300435574;Узел подшипниковый  SNL518615 FKD;Узел подшипниковый  SNL518615 FKD;23.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300435632;Узел подшипниковый  UCFL207 FKD;Узел подшипниковый  UCFL207 FKD;24.01.2023;SIN-BLI;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300435665;Подшипник 6316 2Z KOYO;Подшипник 6316 2Z KOYO;24.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435666;Подшипник 6209 DDU-C3 NSK;Подшипник 6209 DDU-C3 NSK;24.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435720;Подшипник 6311 2Z MTK+;Подшипник 6311 2Z MTK+;25.01.2023;STZ-PES01;08.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435721;Подшипник 6202 2Z MTK+;Подшипник 6202 2Z MTK+;25.01.2023;STZ-PES01;08.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435722;Подшипник 6205 2RS EBF;Подшипник 6205 2RS EBF;25.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435723;Подшипник 6312 2RS EBF;Подшипник 6312 2RS EBF;25.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435776;Подшипник 719/530 MP5 ZWZ;Подшипник 719/530 MP5 ZWZ;25.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435779;Подшипник NNU 49/560KP5/W33 ZWZ;Подшипник NNU 49/560KP5/W33 ZWZ;25.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435780;Подшипник 30213 ZWZ;Подшипник 30213 ZWZ;25.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435781;Подшипник 6318/C3 ZWZ;Подшипник 6318/C3 ZWZ;25.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300435958;Подшипник KGSNOS25 PP AS INA;Подшипник KGSNOS25 PP AS INA;27.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436006;Подшипник 6-3056207 ГОСТ520;Подшипник 6-3056207 ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436007;Подшипник 6202А ГОСТ520;Подшипник 6202А ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436008;Подшипник 6-106 ГОСТ520;Подшипник 6-106 ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436010;Подшипник 6-104А ГОСТ520;Подшипник 6-104А ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436012;Подшипник 6-204А ГОСТ520;Подшипник 6-204А ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436026;Подшипник 6-110 ГОСТ520;Подшипник 6-110 ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436027;Подшипник 6-60212 ГОСТ520;Подшипник 6-60212 ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436028;Подшипник 6-80206АС17 ГОСТ520;Подшипник 6-80206АС17 ГОСТ520;27.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436040;Подшипник 6-80309С17 ГОСТ520;Подшипник 6-80309С17 ГОСТ520;30.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436041;Подшипник 6-80202АС17 ГОСТ520;Подшипник 6-80202АС17 ГОСТ520;30.01.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436043;Подшипник 97772М ГОСТ520;Подшипник 97772М ГОСТ520;30.01.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436044;Подшипник 97741М ГОСТ520;Подшипник 97741М ГОСТ520;30.01.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436045;Подшипник 188840 ГОСТ520;Подшипник 188840 ГОСТ520;30.01.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436066;Подшипник 6006-2RS ZWZ;Подшипник 6006-2RS ZWZ;30.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436067;Подшипник 6312-2RS ZWZ;Подшипник 6312-2RS ZWZ;30.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436068;Подшипник NU2222 E-TVP2 ZWZ;Подшипник NU2222 E-TVP2 ZWZ;30.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436069;Подшипник 61940MA/C3 ZWZ;Подшипник 61940MA/C3 ZWZ;30.01.2023;STZ-PES01;18.02.2025;RFCGWESBMOS;ZZAP;N13010000;ШТ
400;000000001300436071;Подшипник ESFC210 ZWZ;Подшипник ESFC210 ZWZ;30.01.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436086;Подшипник 23130 CA/W33 ZWZ;Подшипник 23130 CA/W33 ZWZ;30.01.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436183;Подшипник 804707К8С10 ГОСТ520;Подшипник 804707К8С10 ГОСТ520;31.01.2023;SIN-BLI;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436266;Подшипник 6-656340Л3 ГОСТ520;Подшипник 6-656340Л3 ГОСТ520;01.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300436303;Подшипник NUTR3580 A BCR;Подшипник NUTR3580 A BCR;01.02.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436456;Подшипник NUTR3580 A EBF;Подшипник NUTR3580 A EBF;06.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436496;Подшипник 6021 EBF;Подшипник 6021 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436498;Подшипник 6309 EBF;Подшипник 6309 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436500;Подшипник 6203 2Z EBF;Подшипник 6203 2Z EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436504;Подшипник 6212 2Z C3 EBF;Подшипник 6212 2Z C3 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436505;Подшипник 6309 2RS EBF;Подшипник 6309 2RS EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436506;Подшипник 21317 MB/W33 EBF;Подшипник 21317 MB/W33 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436507;Подшипник 23224 C/W33 EBF;Подшипник 23224 C/W33 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436509;Подшипник 6017 2Z EBF;Подшипник 6017 2Z EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436510;Подшипник NJ 2218 E EBF;Подшипник NJ 2218 E EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436513;Подшипник 6312 C3 EBF;Подшипник 6312 C3 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436515;Подшипник NU 2212 E EBF;Подшипник NU 2212 E EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436517;Подшипник 6006 2RS EBF;Подшипник 6006 2RS EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436521;Подшипник BK 1210 EBF;Подшипник BK 1210 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436522;Подшипник 6213 Z-C3 EBF;Подшипник 6213 Z-C3 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436526;Подшипник 23038 C/W33 EBF;Подшипник 23038 C/W33 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436527;Подшипник 22222 C/W33 EBF;Подшипник 22222 C/W33 EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436531;Узел подшипниковый  UCP217J INA;Узел подшипниковый  UCP217J INA;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300436532;Подшипник LR 206 2RS EBF;Подшипник LR 206 2RS EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436533;Подшипник NU 2224 E EBF;Подшипник NU 2224 E EBF;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436534;Подшипник 6307 2Z-C3 BCR;Подшипник 6307 2Z-C3 BCR;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436535;Подшипник 608 2RS BCR;Подшипник 608 2RS BCR;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436536;Подшипник 61801 2RS BCR;Подшипник 61801 2RS BCR;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436537;Подшипник NK10/16 BCR;Подшипник NK10/16 BCR;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436538;Подшипник NK24/20 BCR;Подшипник NK24/20 BCR;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436539;Узел подшипниковый  RCJ50N INA;Узел подшипниковый  RCJ50N INA;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300436540;Узел подшипниковый  UC209 INA;Узел подшипниковый  UC209 INA;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300436545;Подшипник 23044 MB/W33-C3 EBF;Подшипник 23044 MB/W33-C3 EBF;06.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436548;Подшипник HK1210 ITS;Подшипник HK1210 ITS;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436549;Подшипник KRVE 72 PP ITS;Подшипник KRVE 72 PP ITS;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436552;Подшипник 6201 2RS ZWZ;Подшипник 6201 2RS ZWZ;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300436554;Подшипник 6312 ZWZ;Подшипник 6312 ZWZ;06.02.2023;STZ-LNV;23.04.2025;STZ-LNV;ZZAP;N13010000;ШТ
400;000000001300436555;Подшипник 6307-2RS/C3 ZWZ;Подшипник 6307-2RS/C3 ZWZ;06.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437048;Подшипник 6-216А ГОСТ520;Подшипник 6-216А ГОСТ520;13.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437049;Подшипник 6-180212АС17 ГОСТ520;Подшипник 6-180212АС17 ГОСТ520;13.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437050;Подшипник 6-180211АС17 ГОСТ520;Подшипник 6-180211АС17 ГОСТ520;13.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437051;Подшипник 6-80317АС17 ГОСТ520;Подшипник 6-80317АС17 ГОСТ520;13.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437052;Подшипник 6-180208АС17 ГОСТ520;Подшипник 6-180208АС17 ГОСТ520;13.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437071;Подшипник 6-180307АС17 ГОСТ520;Подшипник 6-180307АС17 ГОСТ520;13.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437087;Подшипник 33113 Q ZWZ;Подшипник 33113 Q ZWZ;13.02.2023;VTZPMC400RFC;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437088;Подшипник 2ШСЛ120 ГОСТ520;Подшипник 2ШСЛ120 ГОСТ520;13.02.2023;VTZPMC400RFC;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437090;Подшипник 46209 ГОСТ520;Подшипник 46209 ГОСТ520;13.02.2023;VTZPMC400RFC;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437103;Подшипник GE160 2RS-TXA SKF;Подшипник GE160 2RS-TXA SKF;14.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437140;Подшипник 2330Л ГОСТ520;Подшипник 2330Л ГОСТ520;14.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437208;Подшипник 33010 INA;Подшипник 33010 INA;15.02.2023;SIN-BLI;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437230;Подшипник B7021 E-2RSD-T-P4S-TFTL UKL;Подшипник B7021 E-2RSD-T-P4S-TFTL UKL;15.02.2023;VTZPMC400RFC;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437290;Подшипник 2612934 ГОСТ520;Подшипник 2612934 ГОСТ520;16.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437335;Подшипник 4003128 ГОСТ520;Подшипник 4003128 ГОСТ520;17.02.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437373;Подшипник 7303 ГОСТ520;Подшипник 7303 ГОСТ520;17.02.2023;VTZPMC400RFC;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437420;Подшипник 32938 J-HR NSK;Подшипник 32938 J-HR NSK;17.02.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437439;Подшипник 6026 2Z HRB;Подшипник 6026 2Z HRB;20.02.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437440;Подшипник NU 228 M ZWZ;Подшипник NU 228 M ZWZ;20.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437441;Подшипник NUKR 72 LDI;Подшипник NUKR 72 LDI;20.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437442;Подшипник 6032 2ZX-C3 KOYO;Подшипник 6032 2ZX-C3 KOYO;20.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437443;Подшипник UC209 FAG;Подшипник UC209 FAG;20.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437459;Подшипник GEZ50 ES-2RS SKF;Подшипник GEZ50 ES-2RS SKF;20.02.2023;SIN-BLI;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437519;Подшипник 2097152ЛМ ГОСТ520;Подшипник 2097152ЛМ ГОСТ520;21.02.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300437794;Подшипник 6-218А ГОСТ520;Подшипник 6-218А ГОСТ520;27.02.2023;TMK-LTV;24.03.2025;RFCGWESBMOS;ZZAP;N13040000;ШТ
400;000000001300437843;Подшипник 7322B INA;Подшипник 7322B INA;28.02.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437976;Подшипник 32211 U SKF;Подшипник 32211 U SKF;02.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437977;Подшипник 6209-2RS-C3 ZWZ;Подшипник 6209-2RS-C3 ZWZ;02.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437978;Подшипник 6212-2RS ZWZ;Подшипник 6212-2RS ZWZ;02.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437979;Подшипник 6309-2RS ZWZ;Подшипник 6309-2RS ZWZ;02.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437980;Подшипник 6312 2RS-C3 ZWZ;Подшипник 6312 2RS-C3 ZWZ;02.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437981;Подшипник 6317 2RS-C3 ZWZ;Подшипник 6317 2RS-C3 ZWZ;02.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300437983;Подшипник 32018 ZWZ;Подшипник 32018 ZWZ;02.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438084;Подшипник 30208 ZWZ;Подшипник 30208 ZWZ;03.03.2023;STZ-PES01;31.03.2025;RFCGWESBMOS;ZZAP;N13010000;ШТ
400;000000001300438085;Подшипник 32004 ZWZ;Подшипник 32004 ZWZ;03.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438086;Подшипник 32011 ZWZ;Подшипник 32011 ZWZ;03.03.2023;STZ-PES01;21.02.2025;RFCGWESBMOS;ZZAP;N13010000;ШТ
400;000000001300438095;Подшипник 18214 ГОСТ520;Подшипник 18214 ГОСТ520;03.03.2023;SIN-BLI;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438249;Подшипник 2007944М ГОСТ520;Подшипник 2007944М ГОСТ520;09.03.2023;VTZPMC400RFC;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438364;Подшипник 6-80112С17 ГОСТ520;Подшипник 6-80112С17 ГОСТ520;10.03.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438365;Подшипник 6-180109С17 ГОСТ520;Подшипник 6-180109С17 ГОСТ520;10.03.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438438;Подшипник SIQG63 ES BCR;Подшипник SIQG63 ES BCR;13.03.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438439;Подшипник 23230 CC/W33 ZWZ;Подшипник 23230 CC/W33 ZWZ;13.03.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438440;Подшипник TAPRCE 663 TECHNIX;Подшипник TAPRCE 663 TECHNIX;13.03.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438444;Подшипник 6-180313АС17 ГОСТ520;Подшипник 6-180313АС17 ГОСТ520;13.03.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438452;Подшипник SIGEW50ES LDK;Подшипник SIGEW50ES LDK;13.03.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438453;Подшипник SIGEW 63 ES LDK;Подшипник SIGEW 63 ES LDK;13.03.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438454;Подшипник GIHNRK50 LO-B INA;Подшипник GIHNRK50 LO-B INA;13.03.2023;STZ-LNV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438469;Подшипник 1000926Л ГОСТ520;Подшипник 1000926Л ГОСТ520;13.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438471;Подшипник 2097748АМ ГОСТ520;Подшипник 2097748АМ ГОСТ520;13.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438472;Подшипник 30-3530АМНК5 ГОСТ520;Подшипник 30-3530АМНК5 ГОСТ520;13.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300438473;Подшипник 3003148АМН ГОСТ520;Подшипник 3003148АМН ГОСТ520;13.03.2023;TMK-GPY;19.03.2025;RFCGWESBMOS;ZZAP;N13040000;ШТ
400;000000001300438474;Подшипник 29456М NACHI;Подшипник 29456М NACHI;13.03.2023;TMK-LTV;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438495;Подшипник NKI 45/35 BCR;Подшипник NKI 45/35 BCR;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438547;Подшипник NUTR 50A EBF;Подшипник NUTR 50A EBF;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438549;Подшипник NKI 40/20 EBF;Подшипник NKI 40/20 EBF;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438550;Подшипник 22212 C/W33 EBF;Подшипник 22212 C/W33 EBF;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438552;Подшипник 16012 EBF;Подшипник 16012 EBF;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438553;Подшипник 16015 EBF;Подшипник 16015 EBF;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438554;Подшипник NN3060 K/P51/W33 ZWZ;Подшипник NN3060 K/P51/W33 ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438555;Подшипник GE100 ET-2RS ISB;Подшипник GE100 ET-2RS ISB;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438556;Подшипник SBR16 UU TECHNIX;Подшипник SBR16 UU TECHNIX;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438557;Подшипник 6001-2RS ZWZ;Подшипник 6001-2RS ZWZ;14.03.2023;STZ-PES01;23.04.2025;STZ-LNV;ZZAP;N13010000;ШТ
400;000000001300438558;Подшипник 7006B ZWZ;Подшипник 7006B ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438559;Подшипник NKX40 ZWZ;Подшипник NKX40 ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438560;Подшипник AXK1117 ZWZ;Подшипник AXK1117 ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438561;Подшипник AXK130170 ZWZ;Подшипник AXK130170 ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438563;Подшипник AXK75100 ZWZ;Подшипник AXK75100 ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438564;Подшипник 81210TN ZWZ;Подшипник 81210TN ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438566;Подшипник W6300 2RS ZWZ;Подшипник W6300 2RS ZWZ;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438567;Подшипник NN 3060 K-MNA/W33 EBF;Подшипник NN 3060 K-MNA/W33 EBF;14.03.2023;STZ-PES01;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438568;Узел подш. SNL 513-611 TECHNIX;Узел подш. SNL 513-611 TECHNIX;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300438571;Корп. FSNLD519-616 BCR;Корп. FSNLD519-616 BCR;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13030000;ШТ
400;000000001300438572;Подшипник 22222 CAK/C3W33 ZWZ;Подшипник 22222 CAK/C3W33 ZWZ;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438573;Подшипник UC207 FKD;Подшипник UC207 FKD;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438574;Подшипник B71938 E-T-P4S-UL Monton;Подшипник B71938 E-T-P4S-UL Monton;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300438576;Подшипник ZARN3080 TN SXM;Подшипник ZARN3080 TN SXM;14.03.2023;TMK-GPY;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
